effect,term,estimate,std.error,statistic,p.value,conf.low,conf.high
fixed,(Intercept),-0.660380320313076,0.1773234230088446,-3.724157300302833,1.9596871504174668e-4,-1.0079278430257725,-0.3128327976003796
fixed,year2018,-2.798981314757578,0.3537042467594171,-7.913338164303671,2.505775078489066e-15,-3.4922288995849033,-2.105733729930253
fixed,year2019,0.8782017229695642,0.24572761321679265,3.573882932703915,3.517262324910909e-4,0.39658445105766216,1.3598189948814663
fixed,varietyBQ,0.18901582002175912,0.13634380235690735,1.3863176525396597,0.16564992893279973,-0.07821312211302658,0.45624476215654486
fixed,varietyRO,-0.2427903416525236,0.14139686097195672,-1.717084382097254,0.08596375535647119,-0.5199230966845759,0.0343424133795287
fixed,varietySE,-2.021383864891477,0.21005403232670145,-9.623161443278443,6.383830609765006e-22,-2.433082203059224,-1.6096855267237298
fixed,varietyCL,-4.827794347957552,0.4680467801046261,-10.314768850409264,6.04265374170081e-25,-5.7451491800425565,-3.9104395158725462
fixed,varietySM,-6.747382038665464,0.5185938158976852,-13.01091881897156,1.0605912924851853e-38,-7.763807240430122,-5.7309568369008055
fixed,treatmentFull Dose,-6.801240445717196,0.5377534616854336,-12.647506581176929,1.1548191846656357e-36,-7.855217863182386,-5.747263028252007
fixed,treatmentHalf Dose,-6.206836655997239,0.5384071968412999,-11.528145783360984,9.517140372535595e-31,-7.262095370823354,-5.151577941171124
fixed,treatmentIrish Rules,-0.09453151252659905,0.19527514147351957,-0.4840939395218314,0.6283192021862919,-0.47726375689066114,0.2882007318374631
fixed,treatmentBlight Man. (DK),-6.336474182421875,0.5367075408269689,-11.806195554209129,3.6260013465030063e-32,-7.388401632673794,-5.2845467321699555
fixed,treatmentModified I. R.,-6.30125965711991,0.5369970727016693,-11.734253271470994,8.507382595779199e-32,-7.353754579418619,-5.248764734821202
fixed,year2017:block2,0.07492616795545352,0.18152723826599151,0.4127544090417128,0.6797865571153087,-0.2808606812589109,0.43071301716981797
fixed,year2018:block2,-0.05530533382731692,0.23404456213249966,-0.23630257983095931,0.8131978852044057,-0.5140242463844631,0.4034135787298293
fixed,year2019:block2,0.05678305297471962,0.16774593818491396,0.33850627674885986,0.7349816978302106,-0.27199294442059385,0.38555905037003313
fixed,year2017:block3,0.06220553132938148,0.18456403651413902,0.33704037094255934,0.7360864671006125,-0.29953333307966634,0.42394439573842935
fixed,year2018:block3,-0.0963501783011883,0.23502105587852523,-0.4099640261636327,0.6818323368262645,-0.5569829834316732,0.3642826268292966
fixed,year2019:block3,-0.05835624185789474,0.17025122975497128,-0.342765464554248,0.7317749090157772,-0.3920425205012924,0.27533003678550294
fixed,year2017:block4,-0.1016061452373369,0.18532268663621768,-0.548266092412023,0.5835092061368234,-0.46483193656252586,0.26161964608785204
fixed,year2018:block4,0.136223154483712,0.23128976526074213,0.5889718221216673,0.5558801760988064,-0.3170964554200658,0.5895427643874899
fixed,year2019:block4,-0.343558465144802,0.17223738801563265,-1.994679953655706,0.046077797122267755,-0.6811375424466926,-0.0059793878429113545
fixed,year2018:varietyBQ,-0.2302392220932974,0.3840088727217847,-0.5995674539012702,0.5487945429053757,-0.9828827823718208,0.522404338185226
fixed,year2019:varietyBQ,-0.3426986790673542,0.18979136461027837,-1.805660019206137,0.07097146133442211,-0.7146829182802095,0.029285560145501155
fixed,year2018:varietyRO,0.2773851987436772,0.3800178743198499,0.7299267152634252,0.46543498144847983,-0.46743614840469716,1.0222065458920515
fixed,year2019:varietyRO,-0.24330490032328658,0.1937426117339346,-1.2558151154554247,0.2091830100076195,-0.6230334415925256,0.1364236409459524
fixed,year2018:varietySE,-1.6749151400088662,0.6046353155353011,-2.7701245643020624,0.0056034858337220255,-2.8599785822390675,-0.4898516977786649
fixed,year2019:varietySE,0.8817888173236822,0.252750178928004,3.4887762337642503,4.852371661989979e-4,0.38640756953874,1.3771700651086243
fixed,year2018:varietyCL,0.9657245716347101,0.7258761393451715,1.3304261144413854,0.18337791513716517,-0.45696651871880334,2.3884156619882235
fixed,year2019:varietyCL,-1.7978790649110168,0.6826983725118586,-2.6334896014122067,0.008451242354433628,-3.1359432873383692,-0.45981484248366455
fixed,year2018:varietySM,2.8112650549873743,0.7561315765564537,3.7179574853762003,2.00840059074398e-4,1.3292743973632348,4.293255712611514
fixed,year2019:varietySM,-0.7805078048392334,0.717954600725483,-1.0871269632516336,0.2769807031291451,-2.1876729647960143,0.6266573551175475
fixed,year2018:treatmentFull Dose,2.6130939572856997,0.7806077743809726,3.347512083591406,8.154043286534594e-4,1.0831308334470255,4.143057081124374
fixed,year2019:treatmentFull Dose,1.9567241500898123,0.6774898218379227,2.888197116794359,0.00387456980051201,0.6288684993950262,3.2845798007845985
fixed,year2018:treatmentHalf Dose,2.1348591965440944,0.7821721738034633,2.7293980379830303,0.00634500671123241,0.6018299061799033,3.6678884869082857
fixed,year2019:treatmentHalf Dose,2.019671632401721,0.6417109961530704,3.1473227738175757,0.00164772959703976,0.7619411914583822,3.2774020733450597
fixed,year2018:treatmentIrish Rules,-0.601485680370925,0.47662571367485873,-1.2619664930231658,0.20696084357101768,-1.5356549132793478,0.3326835525374978
fixed,year2019:treatmentIrish Rules,-0.4234401699611213,0.27291528181010993,-1.5515443735970205,0.12077128199322354,-0.958344293139536,0.1114639532172933
fixed,year2018:treatmentBlight Man. (DK),2.2902527719796133,0.7804748999679416,2.9344348832661837,0.0033415565947197785,0.7605500772049467,3.81995546675428
fixed,year2019:treatmentBlight Man. (DK),1.8321447695829203,0.6572651293625882,2.787527723187937,0.005311190965012125,0.5439287877381882,3.1203607514276523
fixed,year2018:treatmentModified I. R.,2.113259747694979,0.7807483536218314,2.7067104757784377,0.00679534916414223,0.5830210936072477,3.6434984017827103
fixed,year2019:treatmentModified I. R.,2.23393932541257,0.6348548914585181,3.5188187969699802,4.334726665742049e-4,0.9896466027447897,3.4782320480803506
fixed,varietyBQ:treatmentFull Dose,-0.3876304664512634,0.7194549270844173,-0.5387835316134832,0.590036228220876,-1.7977362120366118,1.0224752791340848
fixed,varietyRO:treatmentFull Dose,0.1953382671723325,0.7213405879961116,0.27079894078188965,0.7865456745835786,-1.2184633058869916,1.6091398402316566
fixed,varietySE:treatmentFull Dose,1.8227849445363278,0.7370266945464847,2.4731600063114993,0.013392416697431528,0.3782391675806145,3.267330721492041
fixed,varietyCL:treatmentFull Dose,4.809196445735695,0.8462382222658863,5.68302910362356,1.3232973925085362e-8,3.150600007753357,6.467792883718032
fixed,varietySM:treatmentFull Dose,6.548783477822467,0.8760957564298213,7.474963130182734,7.722550291120443e-14,4.831667348211642,8.265899607433292
fixed,varietyBQ:treatmentHalf Dose,-0.628941753380421,0.7214891765192454,-0.8717272189926529,0.38335720757434816,-2.043034554593603,0.7851510478327611
fixed,varietyRO:treatmentHalf Dose,0.106650663961609,0.7238357123780671,0.1473409810234732,0.8828628872636912,-1.3120412630232956,1.5253425909465135
fixed,varietySE:treatmentHalf Dose,1.388240342011136,0.7380756104531092,1.8808917709106885,0.05998664286166572,-0.05836127234437227,2.8348419563666445
fixed,varietyCL:treatmentHalf Dose,4.1700011344414705,0.8483633408595672,4.915348098630003,8.862484505401697e-7,2.5072395405526415,5.8327627283303
fixed,varietySM:treatmentHalf Dose,5.956365816121844,0.8762506809502942,6.79755912961136,1.0640648235648467e-11,4.238946040030569,7.673785592213118
fixed,varietyBQ:treatmentIrish Rules,-0.06901955985386479,0.1945668803673426,-0.3547343706367484,0.7227885992776331,-0.45036363795816947,0.31232451825043994
fixed,varietyRO:treatmentIrish Rules,-0.30142025083451324,0.20573058040782374,-1.465121277726442,0.14288783240774952,-0.7046447789523693,0.10180427728334285
fixed,varietySE:treatmentIrish Rules,-0.20642669673886904,0.3111318178278168,-0.6634702235857712,0.5070294438107691,-0.8162338541258669,0.4033804606481288
fixed,varietyCL:treatmentIrish Rules,-1.3760173751720823,0.6877861618493195,-2.000647078260846,0.0454304363334512,-2.7240534814617847,-0.02798126888237995
fixed,varietySM:treatmentIrish Rules,-0.15332259130344064,0.7191610208448282,-0.2131964704139919,0.8311737211880734,-1.5628522912443628,1.2562071086374815
fixed,varietyBQ:treatmentBlight Man. (DK),-0.3022466863939286,0.7210661011327896,-0.41916640640726455,0.6750945214870239,-1.715510275086912,1.1110169022990548
fixed,varietyRO:treatmentBlight Man. (DK),-0.1775244416076049,0.7185658005533009,-0.24705384179279027,0.8048665554890948,-1.585887531214266,1.230838647999056
fixed,varietySE:treatmentBlight Man. (DK),1.4761452568883828,0.7371647874596035,2.00246306117718,0.04523495207364435,0.031328822796436784,2.920961690980329
fixed,varietyCL:treatmentBlight Man. (DK),4.356782345957345,0.8454879062317643,5.152980088591674,2.563791961652212e-7,2.6996565003789095,6.013908191535782
fixed,varietySM:treatmentBlight Man. (DK),6.270730275265527,0.8744794211159882,7.170815143097344,7.455251597753473e-13,4.556782104656755,7.984678445874299
